Company,Headquarter,Sector,Investor,Amount,Stage,fundyear
Finsall,Bangalore,Insuretech,Unicorn India Ventures,300000.0,Seed,2021
Legalwiz.in,Ahmedabad,Legaltech,ContCentric,500000.0,Seed,2021
Practically,Telangana,EdTech,Siana Capital,4000000.0,Pre-series B,2021
Cred,Bangalore,FinTech,"DST Global, General Catalyst",81000000.0,Series C,2021
Devic Earth,Bangalore,Pollution Control Equiptment,Blue Ashva Capital,1000000.0,Seed,2021
Zerone,Gurgaon,FinTech,Anthill Ventures,1300000.0,Pre-series A,2021
boAt,Mumbai,Fashion,"InnoVen Capital, InnoVen Capita",100000000.0,Seed,2021
Pocket Aces,Mumbai,Entertainment,"3one4 Capital, DSP Group",2000000.0,Seed,2021
Kyt,Bangalore,EdTech,Alpha Wave Incubation,5000000.0,Series A,2021
iMumz,Bangalore,Health,"Enzia Ventures, AngelList",300000.0,Seed,2021
BharatPe,New Delhi,FinTech,"Steadview Capital, Insight Partners",8200000.0,Debt,2021
CropIn,Bangalore,Agritech,"Invested Development, Pratithi Investment Trust",20000000.0,Series C,2021
Vanity Wagon,Haryana,Cosmetics,"Dhianu Das, Agility Venture Partners",200000.0,Seed,2021
Oyo,Gurgaon,Hospitality,Hindustan Media Venture,7000000.0,Series F1,2021
Agri10x,Pune,Agritech,Omnivore,165922008.16485727,Seed,2021
BlackSoil,Mumbai,FinTech,Awign Enterprises,4000000.0,Seed,2021
HobSpace,Mumbai,EdTech,"Siddharth Bhaskar Shah, Upsparks",100000.0,Pre-series A1,2021
DcodeAI,New Delhi,EdTech,S Chand,500000.0,Seed,2021
Biocon Biologics,Bangalore,Biotechnology,"Goldman Sachs, Tata Capital",70000000.0,Seed,2021
KiranaKart,Mumbai,E-Commerce,Global Founders Capital,720000.0,Pre-seed,2021
Meddo,Gurgaon,Health,"growX ventures, Venture Gurukool",3000000.0,Pre-series A,2021
SP Robotic Works,Chennai,EdTech,Mount Judi India Growth Fund,3000000.0,Series A,2021
3SC,Gurugram,Logistics,GEF Capital’s South Asia Fund,15000000.0,Series B,2021
Chai Waale,Chennai,Food & Beverages,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia",600000.0,Seed,2021
Minimalist,Jaipur,Cosmetics,Sequoia Capital,10000000.0,Series A,2021
Biconomy,New Delhi,Blockchain,"Mechanism Capital, DACM",9000000.0,Seed,2021
Fixcraft,Gurugram,Automotive,Inflection Point Ventures,1000000.0,Pre-series A,2021
Slice,Bangalore,Finance,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital",10000000.0,Seed,2021
90+ My Tuition App,Bangalore,EdTech,Pearl Investment LLC,5000000.0,Series A,2021
Wasabi,Bangalore,Consulting,"021 Capital, Sparrow Capital",1800000.0,Seed,2021
Strata,Bangalore,Real Estate,"Kotak Investment Advisors Limited, Gruhas Proptech",6000000.0,Series A,2021
Ourbetterplanet,Bangalore,E-Commerce,VANS Group,300000.0,Seed,2021
Murf.ai,Bangalore,Saas Startup,Elevation Capital,1500000.0,Seed,2021
JetSynthesys,Pune,Entertainment,Sachin Tendulkar,2000000.0,Seed,2021
MYFITNESS,Silvassa,Fitness,9Unicorns,1000000.0,Seed,2021
I am Love,Mumbai,Health,Xentel Investments,4000000.0,Seed,2021
MyGlamm,Mumbai,D2C,Accel Partners,40000000.0,Seed,2021
Gumlet,Bangalore,It,Sequoia’s Surge,1600000.0,Seed,2021
Eloelo,Bangalore,Gaming,"Waterbridge, Lumikai",2000000.0,Pre-series A,2021
Edukemy,Noida,EdTech,"Auxano, Falcon5",2000000.0,Pre-series A,2021
Zingbus,Gurugram,Mobility,Infoedge ventures,5000000.0,Pre-series A,2021
NewsReach,Ahmedabad,Entertainment,JITO Angel Network,300000.0,Seed,2021
Pencilton,Hyderabad,FinTech,Jupiter,330000.0,Pre-seed,2021
Bandhoo,Gurugram,It,Unitus Ventures,1000000.0,Seed,2021
ixigo,Gurugram,It,"GIC, Infoedge",53000000.0,Seed,2021
The Whole Truth,Mumbai,Food & Beverages,Sequoia Capital,6000000.0,Series A,2021
Insane AI,Bangalore,Fitness,pi Ventures,800000.0,Seed,2021
Learn4o Technology,Jaipur,E-learning,IAN,165922008.16485727,Seed,2021
Droom,Gurugram,Automotive,Inflection Point Ventures,200000000.0,Seed,2021
Skymet,Noida,Environmental Services,"Northern Arc, Caspian Impact Investments",1000000.0,Seed,2021
Go Swift,Bangalore,Consumer Services,Kalaari Capital,2000000.0,Pre-series A,2021
Mamaearth,Gurugram,Health,Sofina Ventures SA,50000000.0,Seed,2021
G.O.A.T,Bangalore,D2C,"Tiger Global, Flipkart Ventures",36000000.0,Series A,2021
Keeros,Lucknow,Food & Beverages,Venture Catalysts,165922008.16485727,Pre-series A,2021
ReDesyn,Mumbai,Merchandise,Anthill Ventures,300000.0,Pre-series A,2021
Inspacco,Pune,Facilities Services,Inflection Point Ventures,200000.0,Seed,2021
Knorish,Gurugram,EdTech,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate",1000000.0,Pre-series A,2021
Dozee,Bangalore,Health,Prime VP,5000000.0,Series A,2021
BlackBuck,Bangalore,Logistics & Supply Chain,"Tribe Capital, IFC Emerging Asia Fund, VEF",67000000.0,Series E,2021
Mailmodo,Bangalore,Marketing & Advertising,"Sequoia’s Surge, Y Combinator",2000000.0,Seed,2021
SuperBeings,Bangalore,Computer Software,Endiya Partners,165922008.16485727,Seed,2021
NirogStreet,New Delhi,Health,"Gokul Rajaram, Pureland Venture, Wavemaker Partners",2500000.0,Series A,2021
Hyreo,Thiruvananthapuram,HR,Callapina Capital,165922008.16485727,Pre-series A,2021
GODI Energy,Hyderabad,Automotive,Blue Ashva Capital,165922008.16485727,Seed,2021
Even,Bangalore,Health,Khosla Ventures,5000000.0,Seed,2021
Captain Fresh,Bangalore,Logistics,"Accel Partners, Matrix India",12000000.0,Series A,2021
Otipy,Gurugram,Food & Beverages,"Omidyar Network India, Innoven Capital",10200000.0,Series A,2021
Lenskart,Faridabad,Eyewear,"Temasek, Falcon Edge",220000000.0,Seed,2021
Eka.care,Bangalore,Health,"Deep Kalra, Ashish Kashyap, Rajesh Magow",4500000.0,Seed,2021
Braingroom,Chennai,EdTech,"IAN, Social Alpha, Startup Oasis",200000.0,Seed,2021
Edvizo,Bangalore,Consumer Services,Inflection Point Ventures,1000000.0,Pre-series A,2021
Credenc,New Delhi,FinTech,Capital India,25000000.0,Seed,2021
GlobalBees,New Delhi,D2C,"FirstCry, Lightspeed Venture Partners",150000000.0,Series A,2021
Spinny,Gurugram,Automotive,Tiger Global,108000000.0,Series D,2021
Mynvax,Bangalore,Biotechnology,"Accel, LetsVenture, 1Crowd",4000000.0,Series A,2021
RiseBird,Pune,HR,SAB Holdings,500000.0,Seed,2021
Uvi Health,Bangalore,Health,Titan Capital,330000.0,Pre-seed,2021
Vegrow,Bangalore,Farming,"Lightspeed Venture Partners, Elevation Capital",13000000.0,Seed,2021
Automovill,Bangalore,Automotive,Mumbai Angels Network,500000.0,Seed,2021
NFTically,Gurugram,Nft Marketplace,Jayanti Kanani,165922008.16485727,Seed,2021
HealthifyMe,Bangalore,Health,"LeapFrog, Khosla Ventures",75000000.0,Series C,2021
GalaxyCard,Gurugram,FinTech,JITO Angel Network,450000.0,Seed,2021
Bella Vita Organic,Gurugram,Health,Ananta Capital,10000000.0,Seed,2021
SmartCoin,Bangalore,FinTech,"Northern Arc, Vivriti Capital",10000000.0,Seed,2021
CareerNinja,Mumbai,EdTech,Unitus Ventures,165922008.16485727,Seed,2021
MYSUN,New Delhi,Energy,TATA Cleantech Capital,2000000.0,Seed,2021
Sea6 Energy,Bangalore,Biotechnology,Aqua-Spark,9000000.0,Series B,2021
Beco,Mumbai,Consumer Goods,Climate Angels Fund,500000.0,Seed,2021
OneCode,Bangalore,Internet,"Sequoia’s Surge, Nexus Venture Partners",5000000.0,Seed,2021
MedPay,Bangalore,Information Technology,"Entrepreneur First (EF), GrowX Ventures",1200000.0,Seed,2021
Inshorts,Noida,Internet,Vy Capital,60000000.0,Seed,2021
Digantara,Bangalore,Spacetech,Kalaari Capital,2500000.0,Seed,2021
Aqgromalin,Chennai,Agritech,Zephyr Peacock,700000.0,Seed,2021
Square Yards,Gurugram,Real Estate,ADM Capital,25000000.0,Seed,2021
OYO,Gurugram,Hospitality,"SoftBank Vision Fund, Hindustan Media Venture",660000000.0,Seed,2021
Slang Labs,Bangalore,Computer Software,100x Entrepreneurs,165922008.16485727,Seed,2021
NirogGyan,Gurugram,Health,"Healthcare veterans, PIEDS",165922008.16485727,Seed,2021
Ola Electric,Bangalore,Automotive,Bank of Baroda,100000000.0,Debt,2021
Bikry app,Noida,Consumer Software,YCombinator,1300000.0,Seed,2021
Oliveboard,Bangalore,EdTech,IAN Fund,3000000.0,Seed,2021
Little Leap,New Delhi,EdTech,Vishal Gupta,300000.0,Seed,2021
Trell,Bangalore,Social Commerce,"Mirae Asset, H&M",45000000.0,Series B,2021
Kredent,Kolkata,EdTech,Kotak Securities,1000000.0,Seed,2021
EasyAspataal,Mumbai,Health,Venture Catalysts,500000.0,Seed,2021
SMOOR,Bangalore,Food & Beverages,Klub,165922008.16485727,Seed,2021
Pankhuri,Bangalore,Social Community,Sequoia’s Surge,3200000.0,Seed,2021
Arcana,Bangalore,Information Technology,Balaji Srinivasan,370000.0,Seed,2021
AdmitKard,Noida,EdTech,Inflection Point Ventures,165922008.16485727,Seed,2021
UrbanKisaan,Hyderabad,Food & Beverages,BASF Venture Capital GmbH,165922008.16485727,Seed,2021
Aquaconnect,Chennai,Fishery,"Rebright Partners, Flourish Ventures",4000000.0,Pre-series A,2021
Vah Vah!,Bangalore,EdTech,Sequoia Surge,1800000.0,Seed,2021
LetsDressUp,Gurugram,Apparel & Fashion,"Titan Capital, Sequoia Capital",300000.0,Pre-series A,2021
Sapio Analytics,Mumbai,Computer Software,Parthiv Group,150000.0,Seed,2021
BHyve,Mumbai,HR,"Omkar Pandharkame, Ketaki Ogale",300000.0,Seed,2021
Indi Energy,Roorkee,CleanTech,Mumbai Angels Network,165922008.16485727,Seed,2021
The Ayurveda Co,Gurugram,Consumer Goods,"GetVantage, Velocity, Shiprocket Capital",165922008.16485727,Seed,2021
Pratilipi,Bangalore,Online Storytelling,"Krafton Inc, Omidyar",48000000.0,Seed,2021
Ati Motors,Bangalore,Automotive,"Blume Ventures, Exfinity Venture Partners",35000000.0,Pre-series A,2021
peAR,Mumbai,Deeptech,Inflection Point Ventures,300000.0,Pre-series A1,2021
Gourmet Garden,Bangalore,Farming,"Beyond Next Ventures, M Venture Partners",3000000.0,Seed,2021
The Sleep Company,Mumbai,Consumer Goods,Fireside Ventures,1000000.0,Pre-series A,2021
TyrePlex,New Delhi,B2B E-Commerce,AdvantEdge Founders,165922008.16485727,Seed,2021
ION Energy,Mumbai,Automotive,Inflection Point Ventures,3600000.0,Pre-series A,2021
Digit Insurance,Bangalore,Insuretech,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers",200000000.0,Seed,2021
FRAAZO,Mumbai,Food & Beverages,"Sixth Sense Ventures, NABVENTURES",11000000.0,Series A,2021
Licious,Bangalore,Food & Beverages,"Temasek, Multiples PE",192000000.0,Series F,2021
WinZO,New Delhi,Gaming,Griffin Gaming Partners,65000000.0,Series C,2021
Furlenco,Bangalore,Consumer Goods,Zinnia Global,100000000.0,Seed,2021
Skylark Drones,Bangalore,Aviation,"InfoEdge Ventures, IAN Fund",3000000.0,Pre-series A,2021
Leegality,Gurugram,It Company,"IIFL, Mumbai Angels",165922008.16485727,Pre-series A,2021
Arcatron Mobility,Pune,Health,Klub,165922008.16485727,Seed,2021
TWID,Bangalore,FinTech,"BEENEXT, Sequoia’s Surge",2500000.0,Seed,2021
PeakPerformer,Bangalore,EdTech,Antler India,165922008.16485727,Early seed,2021
MyMobiForce,Noida,Internet,Bharat Inclusion,1400000.0,Pre-series A,2021
Pine Labs,Noida,Information Technology,"Fidelity, BlackRock",600000.0,Seed,2021
Genworks Health,Bangalore,Health,Blacksoil,2000000.0,Seed,2021
Pocketly,Bangalore,FinTech,Inflection Point Ventures,165922008.16485727,Seed,2021
Neverinstall,Bangalore,Information Technology,Speciale Invest,370000.0,Seed,2021
CoRover,Bangalore,Information Technology,Canbank Venture Capital Fund,165922008.16485727,Seed,2021
BeatO,New Delhi,Health,W Health Ventures,5000000.0,Pre-series B,2021
Earth Rhythm,Gurugram,Cosmetics,Anicut Angel Fund,1200000.0,Seed,2021
Fountain9,Mumbai,Computer Software,"021 Capital, Y Combinator",1900000.0,Seed,2021
Rockclimber,Bangalore,Food & Beverages,Anand Prakash Sharma,1000000.0,Seed,2021
SpEd@home,Mumbai,EdTech,Inflection Point Ventures,300000.0,Seed,2021
CanPe,Bangalore,Computer Software,Axilor Ventures,165922008.16485727,Seed,2021
Green Soul,Ambernath,Consumer Goods,velocity.in,200000.0,Seed,2021
Shiprocket,New Delhi,Logistics,"March Capital, Tribe Capital",41000000.0,Series D1,2021
DealShare,Bangalore,Retail,Tiger Global,144000000.0,Seed,2021
Teachmint,Bangalore,EdTech,Learn Capital,20000000.0,Pre-series B,2021
Vahak,Bangalore,Logistics,RTP Global,5000000.0,Pre-series A,2021
goSTOPS,New Delhi,Hospitality,"IAN, Yuj Ventures",1000000.0,Pre-series A,2021
Codedamn,New Delhi,Computer Software,Antler India,165922008.16485727,Pre-seed,2021
Biocraft Innovation Technology,Noida,Environmental Service,JITO Angel Network,165922008.16485727,Pre-seed,2021
Powerplay,Bangalore,Construction,"Sequoia’s Surge, Accel Partners",5200000.0,Seed,2021
Accio Robotics,Bangalore,Industrial Automation,Uday Sodhi,165922008.16485727,Seed,2021
Delhivery,Gurugram,Logistics,"Fidelity, GIC",270000000.0,Series H,2021
Avishkaar,New Delhi,EdTech,Auxano,600000.0,Pre-series A,2021
Jobsgaar,New Delhi,Job Discovery Platform,SucSEED Indovation Fund,140000.0,Seed,2021
Almo,Gurugram,D2C,Angelist India,165922008.16485727,Seed,2021
Breathe Well-being,New Delhi,Health,"Stanford Angels and Entrepreneurs India, Anjali Bansal",1000000.0,Pre-series A,2021
GalaxEye,Chennai,Spacetech,Speciale Invest,165922008.16485727,Pre-seed,2021
Good Health Clinic,Hyderabad,Health,Khosla Ventures,5000000.0,Seed,2021
Urban Company,New Delhi,Home Services,"Vy Capital, Wellington Management",250000000.0,Series F,2021
MYBYK,Ahmadabad,Rental,Avon Cycles,1000000.0,Pre-series A,2021
Locus,Bangalore,Logistics,"Blume Ventures, Exfinity Venture Partners",50000000.0,Series C,2021
Crejo.Fun,Bangalore,EdTech,"Matrix Partners India, 021 Capital",3000000.0,Seed,2021
Bambinos,Bangalore,EdTech,"HNIs, Angels",500000.0,Seed,2021
KreditBee,Bangalore,FinTech,"NewQuest Capital Partners, Motilal Oswal Private Equity",8000000.0,Seed,2021
Spardha,Pune,EdTech,Inflection Point Ventures,400000.0,Pre-series A1,2021
Onelife Nutriscience,Mumbai,Health,Lasons India,165922008.16485727,Seed,2021
Flatheads,Bangalore,Fashion,"Pankaj Chaddah, Srivatsan Rajan",165922008.16485727,Seed,2021
Fable Fintech,Mumbai,FinTech,Paytm,165922008.16485727,Series A,2021
Holisol,New Delhi,Logistics,"BlackSoil, CLSA Capital Partners",3000000.0,Seed,2021
Now&Me,New Delhi,Health,"Saama, Whiteboard Capital",1000000.0,Seed,2021
Fyllo,Bangalore,Agritech,"Indian Angel Network, Titan Capital, Lead Angels",400000.0,Seed,2021
Cora Health,Bangalore,Health,Inflection Point Ventures,165922008.16485727,Seed,2021
Blaer Motors,Chennai,Mobility,The Chennai Angels,300000.0,Seed,2021
Swiflearn,Gurugram,EdTech,"Venture Highway, Stellaris Venture Partners",3000000.0,Pre-series A,2021
Cashfree,Bangalore,FinTech,"State Bank of India, Y Combinator",165922008.16485727,Seed,2021
QuickSell,Mumbai,E-Commerce,"Sanjay Baldwa, Ajay Jain",2000000.0,Pre-series A,2021
Truemeds,Mumbai,Heathcare,InfoEdge,5000000.0,Series A,2021
Candes,New Delhi,E-Commerce,"Nitin Passi, Ruchirans Jaipuria",3000000.0,Seed,2021
MediBuddy,Bangalore,Heathcare,"Stride Ventures, InnoVen Capital",3000000.0,Seed,2021
F5,New Delhi,Food & Beverages,"Venture Catalysts, Jeevak Gupta",300000.0,Pre-series A,2021
Capital Float,Bangalore,FinTech,"Triodos Investment Management, SAIF Partners",6000000.0,Seed,2021
IntelleWings,Panchkula,It Startup,Inflection Point Ventures,100000.0,Seed,2021
Shyplite,New Delhi,Logistics,N+1 Capital,1000000.0,Seed,2021
Refyne,Bangalore,FinTech,"DST Global, RTP Global",20000000.0,Series A,2021
Greenjoules,Pune,CleanTech,Blue Ashva Capital,4500000.0,Series A,2021
MentorKart,New Delhi,Consulting,"Amit Singal, Manish Aggarwal",150000.0,Seed,2021
Leverage Edu,New Delhi,EdTech,"Trifecta Capital Advisors, Blume Ventures",2000000.0,Debt,2021
Kale Logistics,Thane,Logistics,Inflexor Ventures,5000000.0,Series A,2021
CustomerGlu,Bangalore,Crm,"Kumar Aakash, Amit Singhal",320000.0,Seed,2021
Cell Propulsion,Bangalore,Ev Startup,growX ventures,2000000.0,Seed,2021
Wellbeing Nutrition,Mumbai,Health,Klub,165922008.16485727,Seed,2021
Pee Safe,Gurugram,Health,"Shaival Desai, Alkemi Venture Partners",3000000.0,Pre-series B,2021
Chqbook,New Delhi,FinTech,"Aavishkaar Venture Capital, YWC Venture Capital",1000000.0,Seed,2021
SimpliContract,Bangalore,Software,Kalaari Capital,1800000.0,Seed,2021
Dropshop,Bangalore,Logistics,Inflection Point Ventures,1000000.0,Pre-series A,2021
Jumbotail,Bangalore,E-Commerce,Alteria Capital,4000000.0,Debt,2021
BYJU'S,Bangalore,EdTech,"Tiga Investments, Baron Capital",350000000.0,Seed,2021
Power Gummies,New Delhi,Nutrition,"Venture Catalysts, 9unicorns",1000000.0,Seed,2021
Convosight,New Delhi,Saas Startup,Qualgro,9000000.0,Series A,2021
Junio,New Delhi,FinTech,"Amit Lakhotia, Pravin Jadhav",600000.0,Seed,2021
Wherehouse.io,New Delhi,Logistics,Better Capital,165922008.16485727,Seed,2021
Flexmoney,Mumbai,FinTech,Pravega Ventures,4800000.0,Series A,2021
Fampay,Bangalore,FinTech,"Greenoaks Capital, Elevation Capital",38000000.0,Series A,2021
Apna,Bangalore,HR,"Sequoia Capital India, rocketship.vc",70000000.0,Series B,2021
XYXX Apparels,Surat,Fashion,Inflection Point Ventures,4000000.0,Series A,2021
WaterScience,Bangalore,D2C Startup,Inflection Point Ventures,165922008.16485727,Seed,2021
BrowserStack,Mumbai,Saas Startup,Accel,200000000.0,Series B,2021
Vital,New Delhi,Insuretech,BLinC Invest,3000000.0,Pre-series A,2021
Juicy chemistry,Coimbatore,Health,Spring Marketing Capital,165922008.16485727,Seed,2021
Samaaro,Bangalore,Saas Startup,"Chaitanya Kalipatnapu, Kedar Gavane",125000.0,Seed,2021
Imagimake,Mumbai,Innovation Management,"Roha Investment Managers, angel investor Saumil Shah",500000.0,Pre-series A,2021
MSMEx,Andheri,EdTech,"TNF Ventures, Razorpay",1000000.0,Pre-series A,2021
RenewBuy,Gurugram,Insuretech,"Lok Capital, IIFL Asset Management",45000000.0,Series C,2021
saarthi.ai,Bangalore,Ai Startup,Nvidia Inception,165922008.16485727,Seed,2021
Kutumb,Bangalore,Community Platform,"Tiger Global Management, DST Global",26000000.0,Series A,2021
Superplum,Noida,Agritech,Marquee investors,3800000.0,Pre-series A,2021
Upside AI,Mumbai,FinTech,Endiya Partners,1200000.0,Seed,2021
PazCare,Bangalore,Insuretech,"Ashish Hemrajani, Parikshit Dar",165922008.16485727,Seed,2021
Answer Genomics,Bangalore,Health,"India Accelerator, Lyxel&Flamingo",165922008.16485727,Seed,2021
Skillmatics,Mumbai,EdTech,Sequoia Capital India,6000000.0,Series A,2021
Bimaplan,Bangalore,Insuretech,"Roshan Abbas, Ritesh Malik",2500000.0,Pre-series A,2021
Bueno Finance,Gurugram,FinTech,"Goat Capital, JAM Fund",3000000.0,Seed,2021
CityMall,Gurugram,E-Commerce,"General Catalyst, Jungle Ventures",22000000.0,Series B,2021
BYJU’S,Bangalore,EdTech,"Blackstone Group, ADQ",50000000.0,Seed,2021
India Quotient,Mumbai,Venture Capitalist,Inflection Point Ventures,64000000.0,Seed,2021
The Switch Fix,Gurugram,Health,"Venture Catalysts, 9unicorns",165922008.16485727,Seed,2021
Anvidha Technologies,Haryana,Tech Startup,Inflection Point Ventures,1500000.0,Seed,2021
DigiSparsh,Mumbai,FinTech,GoAhead Ventures,165922008.16485727,Seed,2021
CoffeeMug.ai,New Delhi,Networking,"Paradigm Shift Capital, AngelList India",620000.0,Pre-seed,2021
Pathfndr.io,Bangalore,Saas Startup,Arali Ventures,165922008.16485727,Pre-series A,2021
BigLeap,Hyderabad,Recruitment,Anup Kumar Yama,600000.0,Seed,2021
Kazam,Bangalore,Ev Startup,Inflection Point Ventures,900000.0,Seed,2021
MYRE Capital,Mumbai,Real Estate,Aryaman Vir,6000000.0,Seed,2021
BimaPe,Mumbai,FinTech,"iSeed, Titan Capital",500000.0,Pre-seed,2021
MicroDegree,Mangalore,EdTech,Research Innovation Incubation Design Labs,165922008.16485727,Seed,2021
Saarthi Pedagogy,Ahmadabad,EdTech,Sushil Agarwal,1000000.0,Seed,2021
Synapsica,New Delhi,Health,"IvyCap Ventures, Endiya Partners",4000000.0,Series A,2021
Kwik Foods,Gurugram,Food & Beverages,9Unicorns,165922008.16485727,Seed,2021
Plutomen,Ahmadabad,Ar Startup,"GUSEC Seed Fund, DeVX Venture Fund",300000.0,Seed,2021
GoMechanic,Gurugram,Automotive,"Tiger Global, Sequoia",42000000.0,Series C,2021
Grinntech,Chennai,Automotive,Inflection Point Ventures,2000000.0,Seed,2021
Nobel Hygiene,Mumbai,Health,Quadria Capital,60000000.0,Seed,2021
Green Cure,New Delhi,Health,Venture Catalysts,165922008.16485727,Pre-series A,2021
Classplus,Noida,EdTech,Tiger Global,65000000.0,Series C,2021
WINDO,Hyderabad,E-Commerce,Unicorn India Ventures,500000.0,Seed,2021
ApnaKlub,Bangalore,E-Commerce,"Blume Ventures, Whiteboard Capital",165922008.16485727,Pre-series A,2021
LegalPay,New Delhi,FinTech,Ashwini Kakkar. 9Unicorns,165922008.16485727,Seed,2021
Lavado,Mumbai,Consumer Service,Ashish Shah,165922008.16485727,Seed,2021
Navars,Hyderabad,EdTech,Faad Network,165922008.16485727,Seed,2021
GoBolt,Gurugram,Logistics,"Paragon Partners, Aavishkaar Capital",20000000.0,Series B,2021
Loco,Bangalore,Gaming,"Krafton, Lumikai",9000000.0,Seed,2021
Auric,New Delhi,Health,Venture Catalysts,2000000.0,Pre-series A,2021
Edmingle,Bangalore,EdTech,"Indovation Fund, Mumbai Angels",300000.0,Seed,2021
Slice,Bangalore,FinTech,"Gunosy, Blume Ventures",20000000.0,Seed,2021
Humit,Bangalore,Music,Antler India,165922008.16485727,Pre-seed,2021
Airblack,Gurugram,It Startup,"Edge Ventures, Elevation Capital",5200000.0,Series A,2021
NIRAMAI,Bangalore,Health,CDC Group,165922008.16485727,Seed,2021
Intervue,New Delhi,Saas Startup,"Titan Capital, Kunal Shah",165922008.16485727,Seed,2021
Nestroots,Gurugram,Fashion,We Founder Circle,100000.0,Seed,2021
Detect Technologies,Chennai,Automation,"Accel Partners, Elevation Capital",12000000.0,Seed,2021
CredR,Bangalore,Automotive,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures",6500000.0,Seed,2021
Fourth Partner Energy,Hyderabad,Energy,"Norfund, The Rise Fund",125000000.0,Seed,2021
TABLT,Kolkata,Health,Siti Cable,3000000.0,Series A,2021
Hesa,Hyderabad,It Startup,"Venture Catalysts, 9unicorns",2000000.0,Seed,2021
Powerhouse91,Gurugram,Consumer Goods,Crossbeam Venture Partners,165922008.16485727,Seed,2021
Nalanda Learning,Kolkata,EdTech,Aavishkaar Capital,5000000.0,Seed,2021
Chargeup,New Delhi,CleanTech,Mapmyindia,165922008.16485727,Pre-series A,2021
Knackit,Bangalore,It Startup,Jyoti Bansal,100000.0,Seed,2021
Treebo Hotels,Bangalore,Hospitality,Accor,16000000.0,Series D,2021
Raptee Energy,Chennai,Automotive,Inflection Point Ventures,700000.0,Seed,2021
Meddo,Gurugram,Health,"SRI Capital, Picus Capital, Alkemi Capital",6000000.0,Seed,2021
Supertails,Bangalore,Pet Care,"Saama Capital, DSG Consumer Partners",2600000.0,Pre-series A,2021
SkilloVilla,Bangalore,EdTech,Titan Capital,300000.0,Seed,2021
Cancer Clinics,Telugana,Health,Axilor,1500000.0,Pre-series A,2021
Velocity,Bangalore,FinTech,Valar Ventures,1300000.0,Seed,2021
Happy Jars,New Delhi,Food & Beverages,Inflection Point Ventures,400000.0,Seed,2021
Inshorts,Noida,Entertainment,"Addition, SIG Global India Fund",40000000.0,Seed,2021
ExtraaEdge,Pune,Martech,"9Unicorns Accelerator Fund, Indian Angel Network",1000000.0,Pre-series A,2021
Zotalabs,Pune,Tech Startup,Alfa Ventures,1250000.0,Seed,2021
Voiro,Bangalore,Advertisement,1Crowd,1800000.0,Pre-series A,2021
Dream Sports,Mumbai,Gaming,"TCV, D1 Capital Partners, Falcon Edge.",400000000.0,Seed,2021
Safex Chemicals,New Delhi,Agritech,BanyanTree Finance Pvt. Ltd.,50000000.0,Seed,2021
Instoried,Bangalore,Content Creation,"EXPERT DOJO, Mumbai Angels",165922008.16485727,Seed,2021
Rupifi,Bangalore,FinTech,Quona Capital,4100000.0,Pre-series A,2021
Moneyboxx,Mumbai,FinTech,"Ashv Finance, BlackSoil Capital",3000000.0,Debt,2021
CityMall,Gurugram,E-Commerce,"WaterBridge Ventures, SAIF Partners",11000000.0,Series A,2021
Janani,Bangalore,Heathcare,"Sweta Rau, 9Unicorns Accelerator Fund",1000000.0,Seed,2021
ReshaMandi,Bangalore,Agritech,"Omnivore, Strive Ventures",1700000.0,Seed,2021
Bombay Shaving Company,New Delhi,Lifestyle,"Rajesh Sud, KULDEEP JAIN",2000000.0,Seed,2021
DotPe,Gurugram,FinTech,"PayU, Google",27000000.0,Series A,2021
Homingos,Bangalore,Augmented Reality,"Sundi Natarajan, Srinivas Anumolu",165922008.16485727,Seed,2021
Anar Business Community,Mumbai,Tech Startup,"Titan Capital, First Cheque",165922008.16485727,Seed,2021
Five Star Finance,Chennai,FinTech,"TPG Capital Asia, Epiq Capital",234000000.0,Seed,2021
Settlrs,Bangalore,Rental Space,MaGEHold Pte. Ltd.,165922008.16485727,Pre-series A,2021
BYJU'S,Bangalore,EdTech,"BlackRock, Owl Ventures",460000000.0,Series F,2021
Annapurna Finance,Bhubaneswar,FinTech,"Asian Development Bank, Oman India Joint Investment Fund",30000000.0,Seed,2021
HealthPlix,Bangalore,Health,"JSW Ventures, Kalaari Capital",13500000.0,Series B,2021
Masai School,Bangalore,EdTech,"Unitus Ventures, Omidyar Network India",5000000.0,Series A,2021
Bewakoof,Mumbai,D2C,"IvyCap Ventures, Pratithi Investment Trust",4000000.0,Seed,2021
IndiaLends,New Delhi,FinTech,"ACPI Investments, AdvantEdge Founders",5100000.0,Seed,2021
Stelis Biopharma,Bangalore,Biotechnology,"RouteOne, Mankekar Family Office",195000000.0,Series B,2021
Tilt,Bangalore,Bike Rental,Y Combinator,125000.0,Seed,2021
NeoDove,Jaipur,Ai Startup,India Quotient,15000000.0,Seed,2021
Zaara Biotech,Kottayam,Biotechnology,TCN International Commerce,10000000.0,Seed,2021
KreditBee,Bangalore,FinTech,"Alpine Capital, PremjiInvest",75000000.0,Seed,2021
